ID,NU_NOTA_LC
251,544.8914288668662
252,422.9685008292239
253,554.2405071600913
254,468.5150449886855
255,489.06458543218554
256,572.3850710643106
257,583.8673150095898
258,477.24216799082836
259,552.337708546438
260,466.5028802414765
261,438.1910823626563
262,510.1562493646324
263,486.9690092448004
264,542.7638507755879
265,500.7952177163312
266,571.0710593448363
267,481.10866855439735
268,463.91104882608465
269,436.6341768761383
270,596.0933832644599
271,450.26347856265625
272,495.1534860690884
273,601.0036637807513
274,529.6819850201992
275,571.9299832092329
276,472.4972841669166
277,596.7955285733968
278,519.9804958469242
279,552.9230382535334
280,562.6708238921565
281,521.4299915847743
282,540.1592021089253
283,554.8641782102081
284,580.7091952467166
285,494.5570207389746
286,620.0994564450458
287,486.11571365113
288,486.8499027217672
289,431.78635647379986
290,495.4691398828557
291,520.6552359049457
292,419.93456714486314
293,595.4106314065547
294,427.5171610208804
295,627.6526211396085
296,520.1005704939865
297,478.99487490218917
298,561.8768657389784
299,629.1031045240478
300,600.3108462895265
301,470.08166126589146
302,496.96723547727527
303,605.0898304515968
304,535.1378420791802
305,565.820363827945
306,529.5726658959887
307,613.2997968965119
308,547.8688200778232
309,579.945997089895
310,597.4497097468546
311,608.4051879341046
312,408.1713098025996
313,442.3139665739659
314,555.413609593471
315,649.5936705405899
316,478.60992611241306
317,523.2937518047612
318,456.34963392305315
319,575.630977791044
320,480.42639711122376
321,589.513599075014
322,635.6789949914108
323,598.0283760970178
324,567.2705433775074
325,482.50739170073274
326,575.3414570797647
327,568.4290298846234
328,489.52331704475216
329,483.40561035833036
330,531.0751673337061
331,586.6309527640793
332,587.0079469051634
333,499.5016356727289
334,543.0345718545153
335,485.05722651691497
336,577.3911027480691
337,509.606480936627
338,436.5759546692708
339,442.8251341423479
340,559.8464018007037
341,499.6318079152579
342,499.78066373549393
343,448.2221742353604
344,477.161128241617
345,568.3825544820749
346,506.8389966977628
347,569.9181994952638
348,605.6925412818731
349,601.2878120508325
350,535.7267686636729
351,572.0176305465174
352,567.4707048567135
353,574.0419166546352
354,592.4684065702124
355,512.5787861579516
356,427.9156980866089
357,505.11844816005214
358,582.4885669706754
359,584.2726324492563
360,528.8532048967659
361,490.9651903610018
362,586.1774114791824
363,487.63412676722345
364,598.9610990794428
365,506.15067240459507
366,471.3525191354332
367,579.6661700149042
368,512.7136080326791
369,522.0325095641955
370,471.0495447923701
371,563.6017079989463
372,441.5057523707426
373,512.0047748462856
374,515.9886156095419
375,527.601237071742
376,460.4929696297808
377,524.7871019026177
378,527.1659028364638
379,467.0358912729008
380,466.76515254389835
381,487.5126872319187
382,430.378816468965
383,472.52978282576413
384,547.6855743366415
385,600.4027813989612
386,536.0856035672734
387,653.7828355798893
388,606.1985303504576
389,444.28947520073723
390,519.4569220313045
391,480.8701321209005
392,523.7936004798886
393,450.67892072748884
394,554.2437208188414
395,457.9962084763189
396,605.8512094224583
397,405.09992956954096
398,588.7962947612062
399,604.7228153163315
400,445.61129980743186
401,526.1288039333282
402,548.0634276262583
403,497.8689961113371
404,578.5136227948954
405,471.8438582460976
406,521.6163430653717
407,512.0379697782569
408,655.8798623931979
409,443.946231272015
410,515.0533057485469
411,617.5434053111633
412,567.2085948647696
413,531.4543922675211
414,545.297346400064
415,586.864467855584
416,526.2013425841225
417,647.2034893410944
418,457.13926091019397
419,481.59549763184634
420,488.5693506094474
421,482.85240722722614
422,546.6618206008592
423,552.5982159990413
424,579.5189853200548
425,597.420281956592
426,591.5798084283518
427,554.1537559327796
428,549.2440942306979
429,516.4036694213457
430,598.798721772969
431,524.9828861682903
432,515.318939621541
433,443.33086181029165
434,481.2669686735976
435,481.4221017005435
436,506.0610346501285
437,568.452896909619
438,580.0099988141841
439,605.4454073647901
440,458.83752475929856
441,492.33696331483566
442,590.3547185281687
443,460.53534446149024
444,546.3233163524803
445,524.6301469934153
446,498.92214015628184
447,587.2523416660666
448,522.1398344972516
449,565.9058533870166
450,516.6425727936061
451,511.2732709198751
452,521.8598320283477
453,522.1691209262949
454,625.1545041168482
455,445.1671121306464
456,488.89465095834385
457,591.107766124143
458,541.8438982935345
459,523.4010969482586
460,523.8290975365895
461,552.5389092966384
462,455.1235730857792
463,483.329583170716
464,514.0081445360206
465,541.6508417444851
466,582.0254983233855
467,587.8919252287827
468,426.8113637543265
469,486.0595331266803
470,489.1062761314352
471,523.1193900873418
472,561.8580111532965
473,583.7622802317543
474,556.6759128245043
475,481.2741323189632
476,512.7072446191316
477,440.57810357123446
478,539.9638264601039
479,470.0171533383351
480,550.5409614039453
481,450.1945020009494
482,528.5033811874654
483,537.0808569703624
484,549.4053667721125
485,532.729822352557
486,567.653681310519
487,494.5302749631537
488,612.4498169529286
489,579.955559042089
490,553.6792186184919
491,494.89734148665764
492,461.2283564218363
493,509.28600049447044
494,476.5152296615626
495,493.18608713699484
496,599.0830020741547
497,570.36272702104
498,620.3479511140588
499,532.622337635592
500,563.6138924633603
501,504.08061894017027
502,455.823388630593
503,515.3588532802784
504,544.6758291988899
505,515.805525976969
506,591.2807917088437
507,590.6936972451106
508,641.0416716891455
509,454.05003244724594
510,585.388630058212
511,682.7318855963454
512,485.23567688632414
513,526.0868625073343
514,584.5236257655603
515,594.0563560608655
516,447.56977504148665
517,486.9021951218621
518,566.0772961176626
519,509.5874131019338
520,495.969405237866
521,508.4022249958531
522,542.3132340300818
523,433.08936860495635
524,546.3678865513857
525,539.637644446636
526,646.9334572227983
527,570.1586356864926
528,539.6215124914332
529,487.4780121418855
530,466.2564235198821
531,558.2172912371889
532,632.806075585302
533,601.0275484051942
534,568.8679540831787
535,518.8972257247815
536,462.78648012805996
537,458.5084782197652
538,488.50473857255463
539,462.6323041316564
540,591.9620347800541
541,657.6828813862008
542,540.9813509746334
543,631.3750676459034
544,517.6538654982816
545,448.90781231831386
546,549.9446099390453
547,472.7800865863615
548,598.6860658361637
549,521.3253715578937
550,539.2421117147995
551,630.2380110919282
552,517.6158202010886
553,608.8848696769195
554,587.0116721674663
555,607.5992536938413
556,533.2770315967038
557,586.121293347512
558,472.5078696851705
559,489.25231937040155
560,457.7067337467373
561,615.1020957092175
562,528.5365639302308
563,502.5730954703255
564,519.4300483367515
565,541.8801788704194
566,504.0013758862639
567,533.1568892327052
568,663.5266567815848
569,556.835973748852
570,490.4824350244446
571,591.5172049832206
572,614.8745126127604
573,457.80746446182866
574,543.6892973527748
575,552.3838832256206
576,589.8887128926777
577,585.641101934479
578,539.3313378057885
579,657.4550732959132
580,477.6139540424258
581,499.61420531464137
582,590.6253263147256
583,534.5352246481891
584,609.5182464430725
585,594.5723695184502
586,626.9650637374383
587,462.05364718967473
588,499.49700135315925
589,566.0260999190644
590,634.7647078141244
591,612.0200093313673
592,519.7674516996949
593,475.1993862028373
594,472.52767743093546
595,490.98652478535644
596,574.0838056108443
597,549.9730124135843
598,591.3441571894704
599,600.9744029036744
600,541.8965715822764
601,456.0010236427131
602,461.6488556606187
603,536.0725632454369
604,498.7991498962657
605,492.9013719633965
606,542.7223210701555
607,446.3388039455923
608,564.6010074756811
609,602.8544761747949
610,575.091007171154
611,536.6440676543724
612,451.6099542916529
613,508.10361132442955
614,483.2757906248993
615,550.2653010859996
616,621.0397188215035
617,563.0616189629075
618,484.20194283063654
619,454.0891727313997
620,446.0943677324367
621,485.2404666488684
622,474.14852113219416
623,535.3633051593696
624,473.7932123744778
625,566.1064096180397
626,446.26681518600253
627,554.6604394905867
628,509.7382042882324
629,522.1524682413904
630,537.7209793740279
631,557.0462605630831
632,508.3940261732905
633,513.193317457847
634,542.3750002273871
635,584.5528397174827
636,543.5818816835119
637,494.5234736295494
638,629.3769147944532
639,629.1059905039278
640,505.7767919661885
641,549.817125090484
642,555.9577102905122
643,489.36125381615426
644,493.0276780359444
645,491.95969952204
646,572.7798810430173
647,529.9970142759969
648,470.78927340660096
649,457.6487925899123
650,563.9492325608587
651,568.5700288113776
652,552.1466162656603
653,549.3852754115351
654,576.3139225820934
655,581.0763762215629
656,573.8617471267327
657,492.7788088666878
658,464.0336120936287
659,573.6222952234258
660,489.64615340954606
661,560.1962853250135
662,496.26877068931833
663,613.4120554287446
664,556.1317316329666
665,595.077336264987
666,505.0529098314862
667,624.2538490245831
668,569.3426083033943
669,528.0323117637947
670,448.9016023188944
671,646.356172842008
672,544.5919480152352
673,580.9881780008334
674,497.509403291923
675,487.58006717896234
676,542.3551159962808
677,496.79305085717255
678,581.4538571755852
679,544.7198470200218
680,510.00552284413345
681,504.6219858128051
682,453.9766752525316
683,607.7496514692552
684,491.3657944153199
685,602.5722631345534
686,489.24362879968015
687,514.4546273942148
688,477.09695450392286
689,585.4293769958924
690,506.5518210287644
691,464.44404119708145
692,426.0843681538683
693,601.1816816891553
694,491.64234861051204
695,527.2291161188479
696,541.4386363998714
697,483.018507528819
698,601.5389143172412
699,578.0308696367338
700,541.0403697507012
701,561.5194908163088
702,615.1742510735135
703,503.5512252141041
704,571.7872197133696
705,620.9789029720587
706,632.2043465533731
707,467.87971796585566
708,463.45249878244095
709,539.0926271962063
710,628.5483653685448
711,490.0541826169476
712,460.7176801684128
713,511.42047202626554
714,579.1288333406
715,499.0753036845345
716,479.94287853133005
717,446.7450384040602
718,536.7634930772335
719,560.5063543727207
720,525.8876837979946
721,517.6485868456155
722,520.9422442184072
723,460.6161847146804
724,480.08276089644886
725,682.489498674573
726,446.97237572000716
727,549.3615294235473
728,544.4972255376309
729,625.0568348113618
730,458.3025176074833
731,507.80076576553085
732,564.1351758799834
733,499.306030940376
734,627.4479766352307
735,564.1451274820744
736,615.0230484972
737,608.6058251254885
738,641.5267764000695
739,522.0642791912211
740,535.2686424885884
741,546.7999377031886
742,476.5292708570014
743,471.42261548768397
744,536.4960646977813
745,567.6126118589762
746,621.9991829123977
747,506.5833640015764
748,599.6688845503775
749,467.36635252215115
750,517.8088571273793
751,469.36304491382015
752,550.2515703313758
753,545.0340544189481
754,462.49354267382984
755,537.7612430311284
756,552.5279093590066
757,565.9688600253434
758,608.4897205334822
759,620.3448732323
760,607.8863543897859
761,586.5221141068923
762,525.9077560046118
763,523.7376530557204
764,516.0170492063163
765,561.8769866895994
766,481.5350285117005
767,501.31075457088815
768,569.5333992840625
769,553.3531092893278
770,463.9673046759134
771,443.05313756302576
772,564.7767945854094
773,533.9119857797393
774,570.1880668593741
775,592.481636878076
776,505.34228359485076
777,542.1401621330118
778,624.9334299213612
779,503.6830282433794
780,489.1070424243913
781,486.7483559409492
782,559.117737846314
783,513.8220805257174
784,554.4154867019414
785,477.9358842021614
786,529.3924633427658
787,456.9666864618541
788,539.5979496421447
789,488.73746248238774
790,515.1046175986726
791,589.0819537871678
792,491.5751172987775
793,451.7742928395851
794,596.8883162955092
795,573.3602692850274
796,508.60071106217356
797,560.4016895093544
798,617.5498776006197
799,509.2992493558895
800,533.415596743868
801,596.6192634620608
802,544.0163816123546
803,452.8814070631655
804,452.34525985391076
805,615.7459537282722
806,492.1757923419551
807,515.9399930854138
808,570.9814437852616
809,511.48134621751956
810,539.9568567582671
811,642.5792729734624
812,563.6936246409336
813,480.23334703311167
814,629.3750101784493
815,533.40569418526
816,577.7022381218328
817,538.625274437102
818,450.23912610113916
819,487.0604307776724
820,501.58679962274516
821,531.9421414228658
822,479.8489593684117
823,526.8944640869316
824,556.5900438432624
825,478.0714501169163
826,284.5453252030759
827,483.6030258772306
828,568.5559533039501
829,482.55841178851097
830,477.9556677354102
831,484.6947480531437
832,577.2785336618184
833,532.3019023623584
834,453.988863307143
835,476.0336803767743
836,613.8952412675902
837,553.9920859156931
838,448.8776760597284
839,578.8509377134937
840,507.3847788225276
841,572.632332096324
842,625.1500381359439
843,612.7170944300843
844,632.3755746096243
845,575.2479476712887
846,485.3914855936421
847,562.9513569189847
848,497.50225575811254
849,426.685158278376
850,518.5512917890115
851,455.37641618302865
852,602.3419120000113
853,423.68032990067843
854,518.6569231495884
855,598.2173426521667
856,537.2143728779143
857,458.41070935889337
858,432.3702766353402
859,570.4388113560079
860,593.4145509623667
861,491.39916559558924
862,595.1119205595257
863,612.9280833571861
864,523.2268103355623
865,571.5952600933141
866,498.0985943879241
867,522.0279178702807
868,534.5530076232429
869,504.12705963714893
870,553.0873944191532
871,468.0930371962719
872,497.90426842948165
873,627.9180800657508
874,591.5198533257281
875,435.52265341924544
876,505.26720622162094
877,560.4510168087721
878,588.7151086240564
879,646.5258268926251
880,520.1709475162612
881,577.738761736223
882,529.6524737082053
883,480.73979860547007
884,555.8636415875234
885,512.3247231598478
886,487.42333946267775
887,494.8732499741003
888,490.7072135668801
889,580.7076722132157
890,525.4191851891001
891,499.30439368223887
892,504.6655076820333
893,575.0420921840489
894,604.2264479523102
895,420.68485029764287
896,517.3540583065301
897,536.8651294248018
898,588.5565516278124
899,486.0149151105817
900,616.5205692106405
901,468.2612935145425
902,476.18469822899846
903,536.4733586217754
904,477.2580054410124
905,498.4365750163999
906,461.8424375628384
907,524.7448693591176
908,568.7127601455451
909,478.63515297569074
910,621.4033631379542
911,574.1335294412371
912,537.2619405350804
913,442.6635101296827
914,434.62445645248187
915,509.81138668724134
916,502.7593764592896
917,540.9210107204307
918,618.1584910104918
919,541.6326033046465
920,631.2978396697761
921,522.4978529194826
922,476.8477844244783
923,546.573912645154
924,559.3575003892386
925,527.2637850378104
926,601.8941405259679
927,587.5534072147443
928,502.1403706731005
929,450.2273024266552
930,535.9111549967321
931,670.4014992826337
932,579.1750454690042
933,561.9401108666387
934,527.1015087406362
935,530.717222172388
936,556.3212953007891
937,476.76076504297606
938,623.3950098914883
939,600.4010945938782
940,420.1128944452331
941,533.0230405001754
942,584.421756821645
943,508.0245827369272
944,471.4725551719282
945,517.8408713685715
946,498.48768588254126
947,528.7637791112593
948,628.3900713667973
949,597.0916318202827
950,623.7912969357203
951,582.6687559446285
952,494.2552493289086
953,473.5293622662832
954,471.70921192340296
955,510.6644737598382
956,576.6305280589064
957,563.493205187525
958,622.444171273557
959,512.4034200302611
960,506.2382788243565
961,537.4734576804815
962,506.6707917341722
963,512.7599579431179
964,535.9306642713351
965,471.62538677842997
966,561.2655687557483
967,557.5778284202325
968,446.2577446864602
969,450.1043024285767
970,562.0132802625368
971,507.7248696283233
972,536.4839134363091
973,428.23627210239357
974,508.2154605099047
975,604.4675077230495
976,527.41277767698
977,509.69357523674165
978,513.8828652877686
979,595.3126552808798
980,550.917548163304
981,453.7953463050718
982,571.6653018358268
983,485.8300926194538
984,457.9268327209884
985,552.2959374768197
986,614.1991294033363
987,545.7107566482292
988,555.8404744350344
989,502.9955196791584
990,558.574627942579
991,510.7991286132103
992,561.2320379314327
993,524.7238970541347
994,531.0681571529076
995,608.0014480095042
996,556.8692674397228
997,535.1491142670146
998,433.1354628438738
999,531.0370591305511
1000,575.5074035155066
1001,542.5916010208367
1002,573.5692249838291
1003,486.7899929053963
1004,634.6851645726773
1005,490.65154825623335
1006,463.44308858960045
1007,426.31159882392444
1008,581.5191597793462
1009,534.6734516454355
1010,641.5551415925355
1011,536.9410040771761
1012,587.7956486851804
1013,561.5288480856054
1014,578.2032421079924
1015,517.1110461104465
1016,543.5779830464722
1017,498.23914756654005
1018,448.64982357825033
1019,586.9842338242732
1020,545.4136884379968
1021,537.0599731937534
1022,618.2650563241942
1023,490.9798334218096
1024,543.8715000819761
1025,471.34885892509556
1026,507.1039955766655
1027,570.8545372984695
1028,572.4896142269898
1029,468.7885510860988
1030,487.4327153340022
1031,494.8234231794926
1032,590.1321127719046
1033,478.694835571741
1034,608.8398452321168
1035,537.7524613422039
1036,473.17643752264166
1037,568.5736837365241
1038,586.6427063199752
1039,550.8644500612927
1040,609.6153473206529
1041,441.2064610500667
1042,619.8770467793412
1043,487.21002530077305
1044,463.17964389765723
1045,528.4736459378548
1046,623.2750268707554
1047,514.9000874274235
1048,483.0560649176874
1049,534.150940448018
1050,647.5653279109272
1051,452.5844171825734
1052,495.161491033467
1053,471.883285633593
1054,464.90261602033
1055,579.6483019274677
1056,578.1987691853706
1057,520.5582000574356
1058,594.852423473183
1059,486.86272814726135
1060,599.0443270042398
1061,457.3020285450884
1062,591.6396885630712
1063,538.3030976343852
1064,585.7488224387927
1065,572.0047697602108
1066,579.4705526088568
1067,514.8164466006027
1068,557.7324823887292
1069,442.30694449055625
1070,575.9602470432147
1071,480.9802001177486
1072,565.9903418945822
1073,509.1643729937512
1074,555.4137578223555
1075,494.17697431403644
1076,537.502293412434
1077,452.87708560569524
1078,560.1017139398999
1079,558.9469907957276
1080,537.8978886007733
1081,545.6193901369527
1082,487.2814953311805
1083,577.4817021447872
1084,486.32709689083504
1085,534.3250303900002
1086,548.3797572146945
1087,654.338441103279
1088,516.149544491607
1089,611.5974792611471
1090,435.0436110029335
1091,629.3963198190679
1092,453.079771033263
1093,606.3970030155392
1094,544.9466818938225
1095,499.9963123282029
1096,475.21695499016425
1097,515.299303781816
1098,578.8947922504817
1099,586.5517781990914
1100,548.0333824960801
1101,500.8286757228714
1102,576.1855665160989
1103,564.2495219254275
1104,595.4813450310988
1105,497.6373234033946
1106,483.9650061364689
1107,458.47745090082344
1108,488.85349641896573
1109,502.4170587109468
1110,558.0264012592985
1111,562.6273070357288
1112,639.4504746118679
1113,484.79958364455445
1114,493.8858768520879
1115,521.8491176271192
1116,560.650563175956
1117,529.3687219177905
1118,539.7842205288758
1119,460.55075764221704
1120,633.5288104138549
1121,461.6549990651073
1122,446.5061300873962
1123,441.04178506701487
1124,548.2707325658781
1125,474.81378930410574
1126,542.4961540223893
1127,545.6273619611333
1128,584.3104558101383
1129,645.137509489638
1130,571.7613956077998
1131,633.1096402190872
1132,580.4817372517035
1133,596.0371605721077
1134,584.0783004506065
1135,453.8213540307432
1136,548.2965710067741
1137,603.0828289289283
1138,594.491238923306
1139,505.0545837771567
1140,524.5398299150688
1141,580.0508628410263
1142,479.19770886677156
1143,469.14950919036426
1144,604.4253944999369
1145,558.1844877024226
1146,610.2961749669624
1147,521.8314827636224
1148,505.77111957057974
1149,497.8355424663752
1150,575.2206720190945
1151,486.9475138877009
1152,578.1767696854955
1153,520.5309955814547
1154,639.4680026652806
1155,521.952094373373
1156,621.1777485748363
1157,640.092352235726
1158,556.2056401339531
1159,518.6197000979644
1160,487.8370058750575
1161,535.8982865302262
1162,545.0288788628021
1163,511.8047975670636
1164,576.3025815422793
1165,568.0181949947215
1166,532.0572576650289
1167,471.8803936362151
1168,483.77953493852397
1169,471.463100962449
1170,517.9084511287717
1171,542.2402707458895
1172,521.4039394348717
1173,552.3723178833603
1174,543.9983632860241
1175,530.7022211597518
1176,470.6768157921605
1177,464.80258175849906
1178,463.30058445609495
1179,583.5885550189652
1180,462.7302104423029
1181,515.5118944007213
1182,576.8014970143685
1183,568.9887578460697
1184,501.50442284083124
1185,607.2675250425046
1186,502.21659881844903
1187,427.6102222314218
1188,527.5238680055076
1189,581.4198743977721
1190,506.59109634394554
1191,489.81187582455595
1192,574.347478857144
1193,539.8325315074434
1194,487.7176523930792
1195,481.25882505407986
1196,586.948633079717
1197,506.706769276479
1198,571.1410892132158
1199,443.92163562366306
1200,463.4357682738323
1201,451.97219906947726
1202,460.456632931411
1203,595.2893076149239
1204,522.8723106397314
1205,460.19175688590883
1206,604.7808858175068
1207,479.7366432886743
1208,559.6224513141983
1209,450.13761669587905
1210,509.65184557178446
1211,567.4076851830956
1212,669.6672554211209
1213,553.3303507616225
1214,547.5058051915368
1215,512.7311590778074
1216,476.3206314955539
1217,536.6670813015219
1218,474.17754407360724
1219,513.4529445704868
1220,593.7620973001424
1221,599.2301933423927
1222,519.3578269321955
1223,576.3681590911344
1224,471.3672589419957
1225,456.7558803304697
1226,462.61894168548815
1227,560.4550831774104
1228,541.621951168005
1229,610.3319788667434
1230,589.6202928672171
1231,515.3004547691596
1232,496.88135110698863
1233,547.2289023065754
1234,511.14642439245057
1235,552.3466578284518
1236,524.2496945789529
1237,603.941044705404
1238,509.6957900759884
1239,530.9504092577481
1240,444.1789486767336
1241,459.22705687155633
1242,472.94938638203234
1243,482.19889180311
1244,503.1769987214451
1245,490.8249843144324
1246,457.7734427364062
1247,501.8327055875668
1248,562.3868979395662
1249,437.9655206039823
1250,599.1424201501221
1251,515.9538203091171
1252,549.7449903182472
1253,526.2012068482512
1254,450.2634547861768
1255,565.7262295708992
1256,595.6612299820987
1257,449.0492813924894
1258,583.2145143948337
1259,559.9548844653098
1260,650.8650525981893
1261,570.3784190691497
1262,482.5288749528766
1263,447.8479642859206
1264,522.6036483203706
1265,547.324091661596
1266,498.2468833169792
1267,458.79845777741735
1268,534.8693569422743
1269,532.1255475576285
1270,525.5713220935882
1271,513.509019557051
1272,527.868957799099
1273,504.80357678664194
1274,580.073126201514
1275,492.55862624650246
1276,554.9879179042216
1277,601.8947118505849
1278,584.0075997868686
1279,604.0644714019046
1280,454.53986276952196
1281,649.1960308842462
1282,524.3021070131349
1283,505.36182675995985
1284,437.6052705456743
1285,570.6764218665348
1286,445.06909132221114
1287,424.26248323266145
1288,491.4922607708582
1289,474.43772298220813
1290,471.41959578551314
1291,470.40412100290064
1292,469.9646474758991
1293,620.0038778882648
1294,565.8944953214908
1295,542.1739321808391
1296,585.5630844517531
1297,547.1216033590781
1298,516.1776481931676
1299,515.8177288382998
1300,496.2874248714556
1301,447.0423405949851
1302,596.0693508429935
1303,452.22259619697064
1304,510.8261541921104
1305,531.2729090868628
1306,571.0679175026653
1307,505.8650350497572
1308,573.5843385859005
1309,503.32966601030415
1310,433.61839273736484
1311,563.7050759143424
1312,500.0858177902651
1313,501.52871212520114
1314,532.7693242565522
1315,468.0814835075369
1316,582.7165252255447
1317,637.92390124109
1318,458.84536931587206
1319,466.88411902196015
1320,536.0574106852597
1321,506.32299577606136
1322,600.7857054331869
1323,479.6237013856738
1324,476.56772357319176
1325,568.2922006121477
1326,462.7723686949993
1327,448.8166328282061
1328,599.6620550350304
1329,534.6316581733201
1330,499.2434274995915
1331,519.8088631549491
1332,534.8662192962001
1333,456.440696204829
1334,548.9493178038318
1335,475.56850903466466
1336,508.4901447673783
1337,445.04400031510164
1338,658.9646672864125
1339,592.301708432839
1340,617.8772675851728
1341,441.4543087892733
1342,587.0814189016957
1343,505.938439210041
1344,442.7380050816372
1345,661.6999267010312
1346,636.93002084417
1347,553.0126182883438
1348,504.5641874405421
1349,606.3852517990323
1350,484.2819925213132
1351,578.539620733295
1352,614.9314714265373
1353,589.7315012257606
1354,470.06645536480744
1355,473.20836542530213
1356,519.6364704451219
1357,637.4304128556727
1358,571.908149285594
1359,495.35146000589435
1360,484.98890883774584
1361,578.223040349259
1362,591.8554051328302
1363,514.3397043091243
1364,589.3805963608148
1365,520.6092311573349
1366,469.4862117401291
1367,565.5712955603254
1368,611.5293599261694
1369,455.3423286201697
1370,611.1406057920394
1371,473.3870503745895
